"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu Aug 14 10:09:46 GMT 2025","Thu Aug 14 10:09:48 GMT 2025","1716","LMS system","Dashboard UI Elements","Dashboard Page Display","","","Check displaying of dashboard page","
        Тест проверяет отображение всех элементов на странице Dashboard.

        Шаги:
            1. Переход на страницу Dashboard.
            2. Проверка видимости и корректности отображения навигационной панели.
            3. Проверка видимости боковой панели.
            4. Проверка видимости верхней панели инструментов.
            5. Проверка видимости диаграмм: Scores, Courses, Students, Activities.

        Ожидаемый результат:
            Все элементы страницы Dashboard отображаются корректно.
        "
"passed","Thu Aug 14 10:09:01 GMT 2025","Thu Aug 14 10:09:05 GMT 2025","3565","LMS system","Authentication","Invalid Credentials Handling","","","User login with wrong email or password","
        Тест проверяет поведение страницы авторизации при вводе неверной электронной почты или пароля.

        Описание:
            Пользователь пытается войти с разными комбинациями невалидных данных (пустой email, пустой пароль,
            корректные данные, но несуществующий аккаунт). После отправки формы проверяется появление уведомления
            о неверных данных.

        Аргументы:
            email (str): Электронная почта для входа.
            password (str): Пароль для входа.

        Шаги:
            1. Переход на страницу авторизации.
            2. Проверка видимости формы.
            3. Заполнение формы данными.
            4. Клик по кнопке ""Login"".
            5. Проверка отображения сообщения об ошибке.

        Ожидаемый результат:
            При вводе неверных данных отображается соответствующее уведомление.
        "
"passed","Thu Aug 14 10:09:25 GMT 2025","Thu Aug 14 10:09:26 GMT 2025","1397","LMS system","Courses UI Elements","Empty Courses List","","","Check displaying of empty courses list","
        Тест проверяет отображение страницы курсов при пустом списке курсов.

        Описание:
            Проверяет, что при открытии страницы курсов после регистрации нового пользователя
            отображается сообщение о том, что список курсов пустой. Проверяются элементы:
            - Навигационная панель.
            - Боковая панель.
            - Верхняя панель инструментов.
            - Сообщение о пустом списке курсов (иконка, заголовок, описание).

        Шаги:
            1. Переход на страницу курсов.
            2. Проверка видимости и корректности навигационной панели.
            3. Проверка видимости боковой панели.
            4. Проверка видимости верхней панели инструментов.
            5. Проверка отображения сообщения об отсутствии курсов.

        Ожидаемый результат:
            Все элементы страницы отображаются корректно, а пользователь видит информирующее сообщение
            о том, что список курсов пуст.
        "
"passed","Thu Aug 14 10:09:21 GMT 2025","Thu Aug 14 10:09:23 GMT 2025","1620","LMS system","Authentication","Authorization","","","Navigation from login page to registration page","
        Тест проверяет переход с страницы авторизации на страницу регистрации.

        Описание:
            Пользователь переходит на страницу авторизации и через ссылку ""Registrtion"" попадает на страницу
            регистрации. Проверяется видимость формы регистрации.

        Шаги:
            1. Переход на страницу авторизации.
            2. Нажатие на ссылку ""Registrtion"".
            3. Проверка видимости формы регистрации.

        Ожидаемый результат:
            После нажатия на ссылку ""Registrtion"" отображается форма регистрации.
        "
"passed","Thu Aug 14 10:09:06 GMT 2025","Thu Aug 14 10:09:10 GMT 2025","4035","LMS system","Authentication","Invalid Credentials Handling","","","User login with wrong email or password","
        Тест проверяет поведение страницы авторизации при вводе неверной электронной почты или пароля.

        Описание:
            Пользователь пытается войти с разными комбинациями невалидных данных (пустой email, пустой пароль,
            корректные данные, но несуществующий аккаунт). После отправки формы проверяется появление уведомления
            о неверных данных.

        Аргументы:
            email (str): Электронная почта для входа.
            password (str): Пароль для входа.

        Шаги:
            1. Переход на страницу авторизации.
            2. Проверка видимости формы.
            3. Заполнение формы данными.
            4. Клик по кнопке ""Login"".
            5. Проверка отображения сообщения об ошибке.

        Ожидаемый результат:
            При вводе неверных данных отображается соответствующее уведомление.
        "
"passed","Thu Aug 14 10:09:15 GMT 2025","Thu Aug 14 10:09:21 GMT 2025","5298","LMS system","Authentication","Authorization","","","User login with correct credentials","
        Тест проверяет успешную авторизацию пользователя с корректными данными и регистрацией нового пользователя.

        Описание:
            Пользователь регистрирует новый аккаунт, затем авторизуется, проверяет наличие элементов главной страницы
            и выходит из системы.

        Шаги:
            1. Переход на страницу авторизации.
            2. Проверка заголовка страницы.
            3. Переход на страницу регистрации.
            4. Проверка заголовка страницы регистрации.
            5. Проверка видимости формы.
            6. Заполнение формы данными.
            7. Нажатие кнопки регистрации.
            8. Проверка наличия элементов главной страницы.
            9. Выход из системы.
            10. Повторная авторизация.
            11. Проверка отображения имени пользователя в навбаре.

        Ожидаемый результат:
            Пользователь успешно регистрируется, авторизуется и видит элементы главной страницы.
        "
"passed","Thu Aug 14 10:09:50 GMT 2025","Thu Aug 14 10:09:52 GMT 2025","1725","LMS system","Dashboard UI Elements","Dashboard Page Display","","","Check displaying of dashboard page","
        Тест проверяет отображение всех элементов на странице Dashboard.

        Шаги:
            1. Переход на страницу Dashboard.
            2. Проверка видимости и корректности отображения навигационной панели.
            3. Проверка видимости боковой панели.
            4. Проверка видимости верхней панели инструментов.
            5. Проверка видимости диаграмм: Scores, Courses, Students, Activities.

        Ожидаемый результат:
            Все элементы страницы Dashboard отображаются корректно.
        "
"passed","Thu Aug 14 10:09:39 GMT 2025","Thu Aug 14 10:09:50 GMT 2025","10507","LMS system","Courses UI Elements","Edit Course","","","Edit course","
        Тест проверяет процесс редактирования существующего курса.

        Тестовые шаги:
        1. Создание нового курса.
        2. Переход в режим редактирования курса.
        3. Изменение данных курса.
        4. Сохранение изменений.
        5. Проверка отображения обновленных данных.

        Ожидаемый результат:
            Курс успешно сохраняется с новыми данными, и они отображаются в списке.
        "
"passed","Thu Aug 14 10:09:22 GMT 2025","Thu Aug 14 10:09:25 GMT 2025","2487","LMS system","Authentication","Registration","","","Registration with correct email, username and password","
        Тест проверяет успешную регистрацию пользователя через форму регистрации.

        Описание:
            Пользователь заполняет форму регистрации (электронная почта, имя пользователя и пароль),
            отправляет её и проверяет, что происходит перенаправление на страницу Dashboard.
            Проверяются видимость формы и корректность отображения элементов на странице Dashboard.

        Шаги:
            1. Переход на страницу регистрации.
            2. Проверка отображения заголовка страницы.
            3. Проверка видимости полей формы регистрации.
            4. Заполнение формы данными.
            5. Нажатие кнопки ""Зарегистрироваться"".
            6. Проверка отображения панели инструментов на странице Dashboard.

        Ожидаемый результат:
            Форма успешно отправлена, пользователь зарегистрирован и перенаправлен на страницу Dashboard.
        "
"passed","Thu Aug 14 10:09:36 GMT 2025","Thu Aug 14 10:09:45 GMT 2025","9627","LMS system","Courses UI Elements","Edit Course","","","Edit course","
        Тест проверяет процесс редактирования существующего курса.

        Тестовые шаги:
        1. Создание нового курса.
        2. Переход в режим редактирования курса.
        3. Изменение данных курса.
        4. Сохранение изменений.
        5. Проверка отображения обновленных данных.

        Ожидаемый результат:
            Курс успешно сохраняется с новыми данными, и они отображаются в списке.
        "
"passed","Thu Aug 14 10:09:26 GMT 2025","Thu Aug 14 10:09:35 GMT 2025","8610","LMS system","Courses UI Elements","Create Course","","","Create course","
        Тест проверяет процесс создания нового курса в UI-приложении.

        Тестовые шаги:
        1. Переход на страницу списка курсов и проверка видимости кнопки создания курса.
        2. Открытие страницы создания курса и проверка отображения всех элементов формы.
        3. Загрузка изображения и заполнение формы данных курса.
        4. Проверка создания и удаления упражнения.
        5.Сохранение курса.
        6. Проверка отображения созданного курса в списке.

        Используемые страницы:
            - courses_list_page: Страница со списком курсов.
            - create_course_page: Страница с формой создания курса.

        Шаги теста:
        1. Открытие страницы курсов и проверка элементов интерфейса.
        2. Создание и заполнение формы курса.
        3. Проверка результатов после сохранения.
        "
"passed","Thu Aug 14 10:09:18 GMT 2025","Thu Aug 14 10:09:20 GMT 2025","1259","LMS system","Authentication","Authorization","","","Navigation from login page to registration page","
        Тест проверяет переход с страницы авторизации на страницу регистрации.

        Описание:
            Пользователь переходит на страницу авторизации и через ссылку ""Registrtion"" попадает на страницу
            регистрации. Проверяется видимость формы регистрации.

        Шаги:
            1. Переход на страницу авторизации.
            2. Нажатие на ссылку ""Registrtion"".
            3. Проверка видимости формы регистрации.

        Ожидаемый результат:
            После нажатия на ссылку ""Registrtion"" отображается форма регистрации.
        "
"passed","Thu Aug 14 10:09:20 GMT 2025","Thu Aug 14 10:09:22 GMT 2025","2031","LMS system","Authentication","Registration","","","Registration with correct email, username and password","
        Тест проверяет успешную регистрацию пользователя через форму регистрации.

        Описание:
            Пользователь заполняет форму регистрации (электронная почта, имя пользователя и пароль),
            отправляет её и проверяет, что происходит перенаправление на страницу Dashboard.
            Проверяются видимость формы и корректность отображения элементов на странице Dashboard.

        Шаги:
            1. Переход на страницу регистрации.
            2. Проверка отображения заголовка страницы.
            3. Проверка видимости полей формы регистрации.
            4. Заполнение формы данными.
            5. Нажатие кнопки ""Зарегистрироваться"".
            6. Проверка отображения панели инструментов на странице Dashboard.

        Ожидаемый результат:
            Форма успешно отправлена, пользователь зарегистрирован и перенаправлен на страницу Dashboard.
        "
"passed","Thu Aug 14 10:09:09 GMT 2025","Thu Aug 14 10:09:18 GMT 2025","8739","LMS system","Authentication","Authorization","","","User login with correct credentials","
        Тест проверяет успешную авторизацию пользователя с корректными данными и регистрацией нового пользователя.

        Описание:
            Пользователь регистрирует новый аккаунт, затем авторизуется, проверяет наличие элементов главной страницы
            и выходит из системы.

        Шаги:
            1. Переход на страницу авторизации.
            2. Проверка заголовка страницы.
            3. Переход на страницу регистрации.
            4. Проверка заголовка страницы регистрации.
            5. Проверка видимости формы.
            6. Заполнение формы данными.
            7. Нажатие кнопки регистрации.
            8. Проверка наличия элементов главной страницы.
            9. Выход из системы.
            10. Повторная авторизация.
            11. Проверка отображения имени пользователя в навбаре.

        Ожидаемый результат:
            Пользователь успешно регистрируется, авторизуется и видит элементы главной страницы.
        "
"passed","Thu Aug 14 10:09:10 GMT 2025","Thu Aug 14 10:09:15 GMT 2025","4588","LMS system","Authentication","Invalid Credentials Handling","","","User login with wrong email or password","
        Тест проверяет поведение страницы авторизации при вводе неверной электронной почты или пароля.

        Описание:
            Пользователь пытается войти с разными комбинациями невалидных данных (пустой email, пустой пароль,
            корректные данные, но несуществующий аккаунт). После отправки формы проверяется появление уведомления
            о неверных данных.

        Аргументы:
            email (str): Электронная почта для входа.
            password (str): Пароль для входа.

        Шаги:
            1. Переход на страницу авторизации.
            2. Проверка видимости формы.
            3. Заполнение формы данными.
            4. Клик по кнопке ""Login"".
            5. Проверка отображения сообщения об ошибке.

        Ожидаемый результат:
            При вводе неверных данных отображается соответствующее уведомление.
        "
"passed","Thu Aug 14 10:08:58 GMT 2025","Thu Aug 14 10:09:03 GMT 2025","4477","LMS system","Authentication","Invalid Credentials Handling","","","User login with wrong email or password","
        Тест проверяет поведение страницы авторизации при вводе неверной электронной почты или пароля.

        Описание:
            Пользователь пытается войти с разными комбинациями невалидных данных (пустой email, пустой пароль,
            корректные данные, но несуществующий аккаунт). После отправки формы проверяется появление уведомления
            о неверных данных.

        Аргументы:
            email (str): Электронная почта для входа.
            password (str): Пароль для входа.

        Шаги:
            1. Переход на страницу авторизации.
            2. Проверка видимости формы.
            3. Заполнение формы данными.
            4. Клик по кнопке ""Login"".
            5. Проверка отображения сообщения об ошибке.

        Ожидаемый результат:
            При вводе неверных данных отображается соответствующее уведомление.
        "
